image_path,reference_caption,generated_caption
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2354519.jpg,there is a boy standing on the front yard of his home standing on red skis. he has his hands up over his head while holding on to the ski poles. his baby brother is kneeling next to him on the right with a blue pacifier in his mouth. behind them is a red pickup truck with a matching red camper shell attached to the bed of the truck. in the background behind the pickup is either a house or an apartment building.,a boy is standing on the grass with skis on his feet and holding a pair of skis on his hands and a pair of ski poles in his hands and a soccer ball on his feet in front of him on the ground in front of him is a red truck parked on the side of a house with a white railing on the side of it and a white railing on the side of the truck with a second floor window on the second floor of the second floor and a second floor window on
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2404341.jpg,"there is a train moving across a neighborhood. it has a yellow front, followed by a blue body that ' s rectangular in nature. before it approaches an intersection, it comes across an apartment complex. the complex is two stories in length, and holds around 8 - 10 houses in storage. they ' re all connected with each other.","a yellow and white train is on the tracks in a train station in a city, with a blue pole in front of it, and a blue pole in front of it on the other side of the tracks, and a white building in the background with windows on the top of the building, and a blue pole with a red and white sign on it in front of it, and a blue pole with a red and white sign on it in the middle of the front of the train, and a"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2349600.jpg,this is a picture of a living room. there is a clean white wooden door in the room. there is a book shelf up high on the ceiling. the shelf is white and wooden. there are many books on the shelf. there is a framed picture of butterflies on the wall. the picture frame is black. there is a wooden coffee table in the middle of the room.,a living room with a piano in the center of the room is shown with a chandelier hanging from the ceiling above it and a small table with a candle on it in front of it in front of the door is a bookshelf with a bunch of books on top of it and a small table with a chair in the middle of it in front of it and a couch in the back of it with a blue rug on it in front of it and a window in the back of the
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2322075.jpg,"a train is in motion on the train tracks. a city skyline can be seen behind the train. there is an empty platform to the left of the train. electrical poles are on the sides of the tracks and wires are above the ground. buildings can be seen in the distance. the train is white with patches of red, yellow and blue on the side.","a train is moving down the tracks on a sunny day in a city with tall buildings in the background, and a red sidewalk in the foreground with a red line painted on it in the middle of it, and a red line painted on the bottom of the sidewalk in the middle of the image, and a red line painted on the bottom of the image in the middle of the image, and a yellow line on the bottom of the image, and a blue and white train in the middle of"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2398587.jpg,an airplane flies over a small building. the airplane is in the blue sky. powerlines are attached to the building. the building has wooden stairs.,a plane is flying in the sky above a building with a balcony on the second floor and a second story on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the second floor on the
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2348732.jpg,a person is walking along the sand on a beach. the person is wearing a black shirt and carrying a yellow surfboard in their hand. there are small waves in the water behind the person. there are small white clouds in the sky above the water. there are green toys on the sand in front of the person. there are green buckets filled with toys.,a person is walking on a beach with a surfboard and a green bag on the sand in front of them on a sunny day with a blue sky above the ocean and a few clouds in the sky above it and a person in the distance is walking towards the ocean with a surfboard in their hands and a yellow surfboard in his hand and a yellow surfboard in his hand is in the sand of the beach and there are two other people in the water in the distance walking towards the water
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2334615.jpg,there are two zebras in a field of grass. there is a boulder on the ground in front of the zebra. there is a fence surrounding the field.,"two zebras are grazing in a field of green grass in a zoo enclosure on a sunny day, with a stone wall behind them, and a tree trunk in the foreground with a few leaves on it, and a few branches on the other side of the zebras, and a building in the background behind them, with a white roof and a red door on the side of the building, and a white building in the back of the building, and a white building with a red door on"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2371276.jpg,a woman is sitting on a bench. the bench is made out of metal. she is wearing a shirt under a dress. her clothes are all pink.,"a woman is standing on a sidewalk looking at a street in a city on a cloudy day, she is wearing a pink dress and a black purse in her hand, and she is holding a blue and white umbrella in her hand and looking at the street that she is walking on in, and a red car is parked on the street in the background on the other side of the street, and a white and blue umbrella is hanging on a metal pole in the grass near the sidewalk in front of her"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2384035.jpg,a very small bathroom enclosed in a brick layered room. the toilet and shower both look very small. there is a very thin shower head on the wall. there is a button on the wall for flushing. the carpet is grey and appears to be soft. there seems to be some specs of black either in the pattern or possibly dirt in the carpet. the bricks on the walls are are red and orange in color and are mixed.,a white toilet is sitting on the ground in a bathroom with a shower head and a white rug on the floor in front of it on the floor is a brown brick wall with a silver faucet hanging from the ceiling above it and a silver shower head on the wall above it and a white sink below it on the floor next to the toilet is a white toilet with a white toilet seat and a white toilet seat on the side of it and a white toilet bowl on the floor next to the
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2357667.jpg,this photo is taken inside of a living room of a home. a brown and black dog is sitting on a red leather couch. a red and white tie is hanging around the dog ' s neck. there is a colorful area rug on the floor. different objects can be seen on top of a brown cabinet behind the dog.,a dog is sitting on a couch with a red tie on it ' s neck and a black nose and black eyes is looking at the camera with a sad look on his face and a black nose and black eyes and black eyes is looking at the camera as he sits on the arm of the couch with a colorful rug on the floor in front of him and a window with a white curtain behind it and a wooden cabinet behind it with a red and white rug on the floor in front of it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2357892.jpg,"a woman with dark hair pulled up into a ponytail with a blue scrunchy holding it. she is sitting down and leaning over the back, with her one arm hanging over, she has a watch on. she is wearing a light blue shirt to match her scrunchy. she is turned toward us, smiling. it is a beautiful day, there is a bunch of reddish colored kites high in the sky in the background with the bright blue sky.","a woman is standing outside on a sunny day, looking at the camera with a smile on her face and a bunch of kites flying in the sky above her in the background of the photo, she is wearing a light blue shirt and has a pink and white striped scarf on her shoulder and a pair of sunglasses on her head, and a pair of sunglasses on her head, and a pair of sunglasses on her head, and a pair of sunglasses on her head, and a pair of her hair"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2327994.jpg,"a furry cat is sitting on a leather chair. the cat is gray with white fur on her nose down to her chest. the chair is white with buttons on it. the hand rests are brown and made of wood. behind the chair are the curtains, a beige and a red. the cat has white whiskers and her ears are pointed. she is looking fiercely at the camera.",a fluffy cat is sitting on a leather chair in a room with a white curtain behind it and a brown chair cushion on the back of it with a white curtain behind it on the wall behind it and a window behind the chair with a white curtain behind it and a white curtain behind the chair behind the cat with a black shadow on the floor below it and a white curtain behind the chair behind the chair with a white curtain behind it and a black rug under the chair with a black and white rug
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2386154.jpg,there is a white and blue fire hydrant on the sidewalk. there are people standing next to the street. there is a green sign on a metal pole. there is a colorful flag in front of the hydrant.,a white and blue fire hydrant is sitting on the sidewalk of a city street in front of a white building with a rainbow flag on top of it on top of it on a pole above the street in front of a crowd of people walking on the sidewalk in front of them on a cloudy day
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2389826.jpg,a man is skating on a skateboard that has two orange and two blue wheels. he is wearing a white helmet and white knee pads. on his hands he has black and red gloves and on his face he has black sunglasses. he is skating around white cones. behind him are some people under a white tent. here are more cones set up behind the skater.,"a man is skateboarding on a skateboard in a parking lot on a sunny day, he is wearing a white helmet, a gray shirt, and green shorts, and a pair of red gloves on his hands, and his arms are stretched out, and his arms are stretched out, and his arms are stretched out, and his arms are stretched out, and his right arm is stretched out, and his left arm is stretched out, and his right arm is stretched out, and his left arm"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2348146.jpg,"this is a photo of an airplane wing outside of an airplane window. the airplane window is square with rounded edges, and the wing is pointed and has a small engine. the weather looks nice and clear with some clouds. you can see the ground a little, it is brown and green. the window needs to be cleaned.",a window is open on a plane that is flying in the sky above the clouds and the wing of the plane is white and has a black window on it and a window on the side of it that is open and there is a window on the side of the plane that is looking out at the sky and the ground below it and there are trees and land below it and the sky is blue with white clouds and green grass below it and a few clouds below it and a few clouds below it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2322915.jpg,a tennis player is sitting down on the court at a match. other people are standing around him. he is shirtless and is wiping himself with a white towel. his tennis racket is propped up again a folded directors chair that the tennis guy is sitting on. two bottles of water are between his two shoes.,"a man is sitting on a chair holding a towel in his hand and a towel in his hand is wrapped around his chest and he is wearing a green shirt and black shorts with white writing on the sleeves and a blue headband on his head and a white towel wrapped around his arm and a white towel in his hand is sitting on the chair in front of him and a tennis racket is sitting on the chair behind him on the other side of the chair, and a tennis racket is sitting"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2382514.jpg,"an old, rusty toilet is seen in a dirty bathroom. there is no water visible in the toilet, and there is a long tube running from the seat into the ground. the gray set cover is upright. a dirty wooden framed window is on the wall next to the toilet. on the wall behind the toilet there is a sign written in russian.",a dirty toilet is in a bathroom with a white wall and a window above it with a brown frame on the top of it and a brown handle on the bottom of the toilet is a metal lid and a metal lid on the toilet bowl and the seat is closed and the lid is closed and the lid is closed and the seat is down and the seat is down and there is a metal pipe running down the wall and there is a metal pipe running down the wall and a brown metal pipe sticking out
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2393203.jpg,a picture of a cow standing on the side of a lake. the cow is white with brown spots. there is another cow off in the distance on the side of the lake. there is a tall tree trunk on the right of the picture. there is another cow near the tree on the right of the picture. there is green grass and dirt surrounding the lake.,"a white cow is walking along a path near a body of water with a large rock in the background of the photo, and a few other animals are walking along the path near the water, and a large rock is in the water behind the cow, and a few weeds are growing on the shore of the water, and a few trees are in the foreground of the photo, and a few bushes are in the background of the photo, and a few bushes are in the fore, and there"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2351068.jpg,in front of big buildings there are a tent color white and red. on front the tent there are green words. a white truck is behind the pole that has headlights on the front. several tan balloons are hold on the poles. on a black pole there is a blue and white sign with a red circle. on the left side of the pole there is a green sign.,"a bunch of people are walking on a street in a city on a sunny day, some of them are holding yellow balloons in the air, some are hanging from a pole, some are standing on the sidewalk, some are standing on the sidewalk, some are standing on the sidewalk, some are standing on the sidewalk, some are standing on the sidewalk, some are on the sidewalk, some are on the sidewalk, some are on the sidewalk, some are on the sidewalk, some are on the sidewalk"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2373886.jpg,"a wooden, gray pole is standing beside a red fire hydrant. the hydrant is red with blue cap. across the street is a couple walking at the sidewalk. the woman is wearing a white shirt and carrying black shoulder bag.","a woman is walking down the street on a sunny day in a white tank top and black shorts, and a black and white tennis shoes is walking behind her on the sidewalk in front of a tall black and red fire hydrant on a city street in front of a brick wall, and a tall black and white trash can on the sidewalk in front of her, a tall black trash can with a white sign on it and a tall black trash can with a white sign on it in the corner of"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2374459.jpg,slices of pork covered in barbecue sauce are on a toasted onion hoagie bun. there are crispy crusted parts on the bun. the sauce is thick and red and covers the meat and there are diced chives sprinkled on top of the meat. on the left of the sandwich on the plate there is pickle and some bell pepper slaw. in a small bowl in front of the sandwich on the right there is a bowl of baked beans also sprinkled,a white plate is sitting on a table with a dark colored table top and a dark colored table top is visible in the background of this image of a meat sandwich with beans and tomatoes on top of it with a white bowl of chili on the side of the sandwich with a spoon in it and a small white bowl of chili on the side of the sandwich with a green pepper on top of it and a red pepper on the side of the sandwich with a green pepper on top of it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2412206.jpg,a giraffe is standing in a field. there is a large log in front of the giraffe. there are large boulders in front of the log. there are trees behind the giraffe.,a giraffe is standing on a grassy field with a tree branch in front of it and eating grass from the ground in front of it on a cloudy day with a blue sky above and a few clouds in the sky above it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2387475.jpg,there are posted notes stuck to the table. the notes are in various different colors. there is a pair of scissors on the table as well. the table is made of a light - colored wood.,a bunch of sticky notes are on the table with a pair of scissors on top of them on the table with a pink sticker on the table next to them and a pair of black shoes on the table behind them on the table are a pair of socks and a pair of sneakers on the table behind the scissors on the table with the words on it on the post it and a pink sticker on the table with the words on it in black and white on the top of the post it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2323681.jpg,a small airplane is flying above water. there is land next to the water with tall buildings on it. there is small clouds in the sky.,"a plane is flying in the sky above a body of water with a castle on top of it in the distance on a sunny day in the distance, with a small island in the middle of the water, and a small white boat in the water in the distance, and a large building on the other side of the water, and a small white boat in the water in the distance, and a large building on the other side of the water, and a small white boat in the water, and"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2326739.jpg,a golden statue has a woman in front of a man. the man is on a horse that is behind the lady. there are 3 olympic symbols on the base of the statues. some school buses are shown in the back. there are trees directly behind the statue.,a statue of a man riding a horse is in the middle of a park on a sunny day with a lot of trees behind it and a blue sky above it and a few clouds in the sky above it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2402573.jpg,"the ground is composed of brick. the brick is unevenly place on the ground. there is iron fence sitting on concrete. there is a section with dirt with a tree. the bench is between the fence and tree. the bench is made of wood with iron feet and hand rails. the photo is in sepia color, but there is a bright blue book sitting on bench.","a wooden bench is sitting on a brick sidewalk in a park or a park in a city area of a city, with a black metal fence surrounding it and a tree in the background of the bench, casting a shadow on the ground of the bench, and a shadow of a tree casting a shadow on the bench, casting a shadow of a tree across the street from the bench, which is a black fence, and a black iron fence, and a tree trunk in the background of the bench"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2374739.jpg,a horse is running on the beach. the horse is dark brown in color. the rider is wearing all yellow. the hat is white in color.,"a man is riding a horse on the beach on a sunny day, with a yellow shirt and a black hat on, and a brown dog on a leash walking along the sand of the beach in front of him, a blue ocean is in the background, and a few clouds are in the sky above the ocean, and the sky is blue with a few white clouds in the sky, and the water is calm and blue with a few waves in the water, and the sand is brown and wet"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2373691.jpg,there are sheep and goats in a fence. the fence is brown and is behind the animals. there is a green tub on the ground behind them.,there are sheep standing up in a pen and some goats are standing up in the pen and some sheep are standing up in the pen and some goats are standing up in the pen and some goats are standing up in the pen and some goats are standing up and some goats are standing up and some goats are standing up and some goats are standing up and some are laying down and some are laying down and some are laying down and some are laying down on the ground and some are laying down on the ground
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2319086.jpg,a woman in the bathroom is taking a selfie. she is holding a silver camera. on the sink are piles of rolled towels in a triangular pattern. the sink is patterned. on the ceiling is a small chandelier.,"a woman is taking a picture of herself in a mirror in a hotel room of a hotel with a chandelier hanging from the ceiling and a chandelier hanging from the ceiling above the mirror and a bunch of white towels stacked on top of the sink basin and a bunch of folded towels on top of the sink basin are visible in the mirror of the room, which is reflected in the mirror of the bathroom and the vanity area is visible in the mirror of the room with the woman in the"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2327654.jpg,"a white cup of tea with a tea bag inside sits on a saucer with a spoon on it. beside the saucer there is a small container of cream, and a pair of silver over sized sunglasses. next tot eh glasses there is a black flip phone. closest to the camera there is a black leather portfolio open with pages of paper clipped inside.",a cup of tea is sitting on a saucer on a table with a clipboard and a clipboard on the table in front of it on the table is a clipboard with a pen on it and a cup of tea on the saucer on the table next to it is a clipboard with a notepad on it and a cup of tea in it on the saucer with a spoon and a spoon on it and a cup of milk in a cup with a spoon on the side of
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2399204.jpg,the giraffe is looking directly in the camera. the ears of the giraffe a white and black inside. the nose and mouth of the giraffe are brown. the giraffe has big black eyes. there are two horns on the giraffe ' s head. the horns are very short. there is one horn in the middle of the other two horns. the nostrils on the giraffe are very small. the giraffe ' s neck is very long,a giraffe is looking at the camera with a very big smile on his face and his ears are very long and his eyes are very big and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are very long and his ears are
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2344886.jpg,the clouds in the sky are white. the sky is blue. the building is brown. part of the building is really tall. there are windows on the brown building. there is a tall light pole in the image. there are vans parked that are white near the building. there is a clock on the building. the windows are clear on the building.,a large brown brick building with a clock tower on the top of it and a green top on the top of it and a white van parked in front of it on a street in front of it on a sunny day with a blue sky above it and a few clouds in the sky above it
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2401241.jpg,a black bear stands in the forest. the bear is standing by a tree. one leg is on the other side of a fence. there is a lot of grass on the ground. there are a lot of leaves on the ground. some of the grass is yellow. there is a tree by the bear. the bear has big ears. there is a short wooden fence by the bear. the bear is standing up.,"a large black bear is standing on the ground in a wooded area of a forest of green grass and brown leaves on the ground, and a tree trunk is in the foreground of the photo, and a small wooden box is in the foreground of the image, and a large tree trunk is in the foreground of the photo, and a large pile of leaves is in the background of the bear, and a pile of dead leaves, and a pile of dead leaves, on the ground in"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2402141.jpg,the bamboo shades are drawn over the windows in this kitchen. there are also red curtains hanging over the shades. a four - burner stove is on the left. a mini - refrigerator is on the right in front of the windows. a guitar is propped up behind it. a plastic trash bin is also in front of the window. there is a black and white striped area rug on the wooden floor.,a kitchen with a stove top oven and a white refrigerator on the wall in the kitchen of a home with a red curtain hanging from the window above it on the wall above the stove is a black and white rug on the floor in front of the stove and a black and white rug on the floor in front of the stove and a black and white rug on the floor in front of the stove and a black and white rug on the floor in front of the stove and a black and white rug on
